From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
16;127.861694;37.414033;CC;CC;89.125094;30.00;0.00;;17;127.795199;37.524308;NODE01;RE;30.00;0.00;;44.5;-95.78;45.26;1;1429.5;V;13569.04;335.06;1.40;155.06;-1.40;0.0;0.0;145.3;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;1;127.630691;37.505817;c074123;MU;30.00;0.00;;18.2;-102.61;48.98;1;1429.5;V;14684.07;262.72;-1.60;82.72;1.60;0.0;0.0;171.6;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;2;127.815529;37.344841;c075413;MU;30.00;0.00;;10.8;-110.06;66.72;1;1429.5;V;20003.63;175.58;-1.18;355.58;1.18;0.0;0.0;179.1;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;3;127.825623;37.676426;c132767;MU;30.00;0.00;;37.4;-83.40;57.00;1;1429.5;V;17089.03;9.77;-0.66;189.77;0.66;0.0;0.0;152.4;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;5;127.596756;37.608521;c347570;MU;30.00;0.00;;29.6;-91.22;66.26;1;1429.5;V;19864.61;298.84;-0.74;118.84;0.74;0.0;0.0;160.2;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;6;127.885498;37.496299;c348296;MU;30.00;0.00;;10.9;-109.95;28.56;1;1429.5;V;8563.37;111.95;-1.46;291.95;1.46;0.0;0.0;178.9;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;10;127.920181;37.599727;c507106;MU;30.00;0.00;;43.0;-77.81;46.22;1;1429.5;V;13857.04;53.51;0.59;233.51;-0.59;0.0;0.0;146.8;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;14;127.829452;37.609948;c731109;MU;30.00;0.00;;74.3;-46.50;33.25;1;1429.5;V;9967.62;18.36;0.28;198.36;-0.28;0.0;0.0;115.5;LOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;15;127.579781;37.475281;c844365;MU;30.00;0.00;;35.2;-85.67;66.09;1;1429.5;V;19812.20;254.84;-0.99;74.84;0.99;0.0;0.0;154.7;NLOS;20.00
17;127.795199;37.524308;NODE01;RE;89.125094;30.00;0.00;;16;127.861694;37.414033;CC;CC;30.00;0.00;;44.5;-76.28;45.26;1;1429.5;V;13569.58;155.06;-1.49;335.06;1.49;0.0;0.0;145.3;NLOS;20.00
